Consumption_Country	Consumption_Industry	Total_Threatened_Animalia	Total_Threatened_Plantae	Aggregated_Threats	Production_Country	Production_Industry	Threatened_Animalia	Threatened_Plantae	Aggregated_Threats_Per_Tradepath
					Venezuela	Other land transport	2	0	0
					Congo	Transport	2	0	0
					Yemen	Mining and Quarrying	2	0	0
					Gabon	Electricity, Gas and Water	1	0	0
					Angola	Electricity, Gas and Water	1	0	0
					Oman	Electricity, Gas and Water	1	0	0
					Oman	Agriculture	1	0	0
					Venezuela	Service activities related to oil and natural gas extraction, excluding surveying	1	0	0
Italy	Food products and beverages	2252	392	140.5	Croatia	Fishing	225	70	17.7
					Papua New Guinea	Fishing	709	20	10.5
					Tunisia	Fishing	150	34	7.1
					France	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	321	134	6
					Albania	Agriculture	181	22	6
					Ethiopia	Agriculture	227	14	5.4
					Senegal	Agriculture	149	10	4.7
					Denmark	Fishing	150	34	4.6
					Sweden	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	200	49	4.4
					Togo	Agriculture	126	11	4.3
					Greece	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	253	73	4.2
					Tunisia	Agriculture	111	9	3.4
					Cote dIvoire	Agriculture	135	24	3.4
					Senegal	Fishing	119	20	3.1
					Netherlands	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	153	34	2.8
					Egypt	Agriculture	145	2	2.6
					Luxembourg	Agriculture	83	12	2.5
					Syria	Agriculture	90	1	2.4
					Austria	Agriculture, hunting and related service activities	115	16	2.1
					Germany	Fishing	96	16	2.1
					Mauritania	Agriculture	100	0	2
					Denmark	Agricultural services, landscape gardeners etc.	119	3	1.9
					Bosnia and Herzegovina	Agriculture	82	4	1.9
					Ghana	Agriculture	92	2	1.7
					France	Agriculture, hunting and related service activities	76	0	1.7
					Croatia	Agriculture	78	4	1.7
					Argentina	Fishing	87	7	1.7
					Argentina	Agricultural services	99	4	1.6
					Seychelles	Agriculture	60	27	1.5
					Netherlands	Agriculture, hunting and related service activities	69	11	1.4
					Spain	Fishing	78	36	1.3
					Cameroon	Agriculture	97	2	1.3
					Malawi	Agriculture	86	1	1.2
					Belgium	Agriculture, hunting and related service activities	64	13	1.1
					Seychelles	Fishing	77	19	1.1
					Bulgaria	Agriculture	56	5	1.1
					Hungary	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	42	13	1.1
					Morocco	Agriculture	47	3	1.1
					Spain	Agriculture, livestock and hunting	47	6	1.1
					Burkina Faso	Agriculture	72	0	1
					Austria	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	38	12	0.8
					Hungary	Agriculture, hunting and related service activities	50	7	0.8
					Sri Lanka	Agriculture	33	1	0.7
					Morocco	Fishing	41	12	0.7
					Madagascar	Agriculture	37	10	0.7
					Albania	Fishing	45	2	0.7
					Greece	Agriculture, hunting and related service activities	32	0	0.7
					Belgium	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	39	4	0.6
					Guinea	Agriculture	42	0	0.5
					Cyprus	Agriculture	32	1	0.5
					Germany	Agriculture and hunting	24	0	0.5
					Mauritania	Fishing	29	3	0.5
					Denmark	Agriculture	17	0	0.4
					Uruguay	Fishing	24	1	0.3
					New Zealand	Services to agriculture, hunting and trapping	21	0	0.3
					Hungary	Forestry, logging and related service activities	20	1	0.3
					Costa Rica	Agriculture	18	0	0.3
					Turkey	Agriculture, hunting and related service activities	21	0	0.3
					Cameroon	Mining and Quarrying	16	0	0.2
					Uganda	Agriculture	13	2	0.2
					Swaziland	Agriculture	12	1	0.2
					UK	Fishing 	14	0	0.2
					Namibia	Agriculture	11	0	0.1
					Mongolia	Agriculture	10	0	0.1
					Tanzania	Agriculture	9	1	0.1
					Slovenia	Agriculture, hunting and related service activities	7	0	0.1
					Slovenia	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	10	0	0.1
					Central African Republic	Agriculture	8	0	0.1
					Mali	Agriculture	7	0	0.1
					Switzerland	Agriculture, hunting, forestry, logging, fishing,fish farming and related service activities	7	0	0.1
					TFYR Macedonia	Agriculture, hunting and related service activities	6	0	0.1
					Azerbaijan	Mining and Quarrying	7	0	0.1
					Belarus	Agriculture	6	1	0.1
					Finland	Agriculture, hunting and related service activities	5	0	0.1
					Libya	Transport	6	0	0.1
					Libya	Mining and Quarrying	5	0	0.1
					Chile	Extractive Fishery	6	0	0.1
					Ethiopia	Fishing	5	0	0.1
					South Africa	Agriculture	4	1	0.1
					Israel	Photographic activities and other business activities n.e.c.	5	0	0.1
					Portugal	Agriculture, hunting and related service activities	3	0	0
					Czech Republic	Agriculture, hunting and related service activities	3	0	0
					Yemen	Agriculture	3	0	0
					Dominican Republic	Agriculture	3	0	0
					New Zealand	Fishing	3	0	0
					Kuwait	Business services except machinery & equipment rental & leasing	3	0	0
					Moldova	Agriculture	2	0	0
					Ireland	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	3	0	0
					Ireland	Agriculture, hunting and related service activities	2	0	0
					Egypt	Mining and Quarrying	3	0	0
					Azerbaijan	Agriculture	3	0	0
					Cote dIvoire	Fishing	3	0	0
					Romania	Agriculture, hunting and related service activities	2	0	0
					DR Congo	Agriculture	2	0	0
					Benin	Agriculture	2	0	0
					Czech Republic	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	2	0	0
					Liberia	Agriculture	2	0	0
					South Africa	Businessactivities	2	0	0
					Libya	Agriculture	1	0	0
					Pakistan	Agriculture	1	0	0
					Iceland	Agriculture	1	0	0
					Senegal	Food & Beverages	1	0	0
					Sweden	Agriculture, hunting and related service activities	1	0	0
					Malta	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	1	0	0
					Suriname	Agriculture	1	0	0
South Korea	Transportation and warehousing	1949	99	138.8	Kuwait	Business services except machinery & equipment rental & leasing	361	2	30.9
					Singapore	Other business & technical services	806	12	24.4
					Oman	Transport	288	2	8
					Brunei	Transport	140	15	7.8
					Japan	Agricultural services (except veterinary service)	510	1	6.1
					Indonesia	Transportation	338	29	5.2
					Qatar	Transport	175	3	5.1
					Congo	Transport	70	11	4.9
					Malaysia	Transport	263	28	4.8
					Israel	Photographic activities and other business activities n.e.c.	331	1	4.4
					Ecuador	Other Business	227	2	3.3
					Philippines	Transportation	161	18	3.1
					Niger	Transport	39	0	3
					Yemen	Transport	69	10	2.7
					Saudi Arabia	Transport	65	4	2.6
					Kuwait	Crude petroleum & Natural gas production	124	0	2.4
					Antigua	Transport	74	4	2.4
					Qatar	Mining and Quarrying	120	0	1.8
					Kuwait	Land transport	22	0	1.8
					Papua New Guinea	Transport	85	9	1.6
					South Africa	Businessactivities	122	1	1.5
					UAE	Transport	53	2	1.5
					Angola	Transport	59	6	1.4
					Japan	Self-transport by private cars (passengers)	29	14	0.9
					Guinea	Transport	54	5	0.9
					Swaziland	Transport	56	5	0.9
					New Caledonia	Transport	57	6	0.7
					Bahrain	Transport	35	2	0.7
					Kuwait	Water transport	17	0	0.6
					Oman	Mining and Quarrying	51	0	0.6
					Chile	Business service activities	49	0	0.5
					UAE	Mining and Quarrying	36	0	0.5
					Vanuatu	Transport	33	2	0.4
					Gabon	Transport	24	6	0.4
					Australia	Pipeline transport	15	0	0.2
					Singapore	Other freight transport	12	0	0.2
					Kuwait	Air transport	11	1	0.1
					Iran	Agricultural & animal husbandry service activities	8	0	0.1
					Iraq	Transport	6	0	0.1
					Brunei	Mining and Quarrying	6	0	0.1
					Ecuador	Transport and storage	4	0	0
					Malta	Land transport, transport via pipelines	3	0	0
					Japan	Petroleum refinery products (inc. greases)	2	0	0
					Kuwait	Petroleum refineries	3	0	0
					New Zealand	Services to agriculture, hunting and trapping	3	0	0
					Indonesia	Crude petroleum and natural gas	2	0	0
					Liberia	Transport	2	0	0
					China	Pipeline transport	1	0	0
					New Zealand	Air transport, services to transport and storage	1	0	0
					Ireland	Land transport, transport via pipelines	1	0	0
					Congo	Mining and Quarrying	1	0	0
					Japan	Coastal and inland water transport	1	0	0
					Ethiopia	Transport	1	0	0
Netherlands	Food products and beverages	1839	372	135.9	Ghana	Agriculture	161	34	13.7
					Germany	Fishing	287	69	9
					Ethiopia	Agriculture	305	22	7.7
					Suriname	Agriculture	63	11	7.6
					Belgium	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	145	38	7.6
					Malawi	Agriculture	171	10	7.3
					Cote dIvoire	Agriculture	135	24	5.5
					Tanzania	Agriculture	260	61	5.2
					South Africa	Agriculture	257	36	4.7
					Belgium	Agriculture, hunting and related service activities	68	13	4.7
					Swaziland	Agriculture	105	7	4.1
					Uganda	Agriculture	218	16	4
					Argentina	Agricultural services	212	10	3.7
					Denmark	Fishing	141	34	3
					Senegal	Agriculture	149	10	3
					Kuwait	Business services except machinery & equipment rental & leasing	140	1	2.4
					Germany	Agriculture and hunting	96	21	2.4
					Seychelles	Agriculture	60	27	2.3
					Denmark	Agricultural services, landscape gardeners etc.	128	3	2.2
					Costa Rica	Agriculture	87	21	2.2
					Luxembourg	Agriculture	83	12	2.2
					Zambia	Agriculture	101	2	2.1
					Guatemala	Agriculture	103	21	2.1
					Honduras	Agriculture	109	17	1.9
					Seychelles	Fishing	77	20	1.8
					Sri Lanka	Agriculture	99	7	1.6
					Sweden	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	69	6	1.6
					Togo	Agriculture	67	2	1.3
					Iceland	Agriculture	35	3	1.2
					Morocco	Agriculture	48	3	1.2
					Egypt	Agriculture	80	0	1.1
					France	Agriculture, hunting and related service activities	75	0	1.1
					Bulgaria	Agriculture	56	5	1.1
					Cameroon	Agriculture	95	2	1.1
					Guinea	Agriculture	71	1	1
					Spain	Agriculture, livestock and hunting	47	6	0.9
					Madagascar	Agriculture	37	10	0.9
					Burundi	Agriculture	46	1	0.7
					UK	Fishing 	42	0	0.6
					Congo	Agriculture	51	0	0.6
					Cote dIvoire	Fishing	21	8	0.5
					Syria	Agriculture	37	0	0.5
					Ghana	Fishing	21	9	0.5
					New Zealand	Services to agriculture, hunting and trapping	28	0	0.5
					Denmark	Agriculture	17	0	0.4
					Iceland	Fishing	18	1	0.4
					Estonia	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	27	0	0.3
					Thailand	Silk Worm	22	0	0.3
					Hungary	Agriculture, hunting and related service activities	17	1	0.3
					Turkey	Agriculture, hunting and related service activities	21	0	0.3
					Maldives	Agriculture	12	0	0.2
					Dominican Republic	Agriculture	10	0	0.2
					Panama	Agriculture	16	0	0.2
					Ethiopia	Fishing	14	0	0.2
					Namibia	Agriculture	11	0	0.2
					Nicaragua	Agriculture	13	0	0.2
					Suriname	Fishing	12	0	0.2
					Mozambique	Agriculture	9	1	0.1
					USA	Support activities for agriculture and forestry	12	0	0.1
					Italy	Agriculture, hunting and related service activities	9	0	0.1
					Luxembourg	Fishing	10	0	0.1
					Czech Republic	Agriculture, hunting and related service activities	6	0	0.1
					Ireland	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	9	0	0.1
					Sao Tome and Principe	Agriculture	9	0	0.1
					Israel	Photographic activities and other business activities n.e.c.	9	0	0.1
					Nigeria	Agriculture	6	0	0.1
					Poland	Agriculture, hunting and related service activities	5	0	0.1
					Chile	Extractive Fishery	6	0	0.1
					UK	Agricultural service activities, landscape gardening Change of title for SIC(2003) 	5	1	0.1
					Ireland	Agriculture, hunting and related service activities	3	0	0.1
					Singapore	Other business & technical services	5	0	0.1
					Ukraine	Agriculture	3	1	0.1
					Rwanda	Agriculture	4	1	0.1
					Swaziland	Fishing	4	0	0
					Belarus	Agriculture	3	0	0
					Thailand	Vegeables	3	1	0
					Iceland	Transport	4	0	0
					Cyprus	Agriculture	3	0	0
					Morocco	Fishing	3	0	0
					Chile	Pomology	1	2	0
					Bolivia	NON-INDUSTRIAL AGRICULTURAL PRODUCTS	3	0	0
					Moldova	Agriculture	2	0	0
					Greece	Agriculture, hunting and related service activities	2	0	0
					Iceland	Mining and Quarrying	3	0	0
					Mauritius	Sugar Cane 	2	0	0
					France	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	2	0	0
					Gambia	Agriculture	2	0	0
					Czech Republic	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	2	0	0
					UK	Hunting, trapping and game propagation, including related service activities	2	0	0
					Malta	Agriculture, hunting and related service activities	1	0	0
					Tunisia	Agriculture	1	0	0
					Austria	Agriculture, hunting and related service activities	1	0	0
					Switzerland	Agriculture, hunting, forestry, logging, fishing,fish farming and related service activities	1	0	0
					Estonia	Agriculture, hunting and related service activities	1	0	0
					Pakistan	Agriculture	1	0	0
					UK	Fish farming (non-organic)	1	0	0
					Portugal	Agriculture, hunting and related service activities	1	0	0
					Ethiopia	Electricity, Gas and Water	1	0	0
					Romania	Agriculture, hunting and related service activities	1	0	0
					TFYR Macedonia	Agriculture, hunting and related service activities	1	0	0
					Papua New Guinea	Fishing	1	0	0
					Belgium	Forestry, logging and related service activities	1	0	0
					Hungary	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	1	0	0
					Tanzania	Fishing	1	0	0
					Bangladesh	Agriculture	1	0	0
Thailand	Cement	836	35	131.5	Myanmar	Mining and Quarrying	476	13	87.7
					Yemen	Mining and Quarrying	368	2	28.7
					Oman	Mining and Quarrying	200	1	4.6
					UAE	Mining and Quarrying	135	0	4.2
					Brunei	Mining and Quarrying	120	7	2.2
					Brunei	Transport	98	10	1.3
					Yemen	Transport	68	10	1
					Brunei	Construction	49	3	0.7
					Myanmar	Transport	36	0	0.4
					Qatar	Mining and Quarrying	33	0	0.4
					Brunei	Agriculture	19	1	0.3
					Yemen	Construction	2	0	0
					Yemen	Electricity, Gas and Water	1	0	0
Netherlands	Re-export	1944	154	119.2	Singapore	Other business & technical services	806	12	24.5
					Kuwait	Business services except machinery & equipment rental & leasing	361	2	21.6
					Israel	Photographic activities and other business activities n.e.c.	482	6	12
					Ghana	Agriculture	161	34	6.2
					UK	Hunting, trapping and game propagation, including related service activities	246	1	4.2
					Mauritius	Other business activities 	340	0	3.9
					Belgium	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	145	38	3.8
					Suriname	Agriculture	59	10	3.5
					Malawi	Agriculture	171	10	3.4
					Kuwait	Crude petroleum & Natural gas production	124	0	2.7
					Germany	Fishing	99	16	2.3
					Ethiopia	Agriculture	138	3	2.3
					Cote dIvoire	Agriculture	113	8	2.2
					Belgium	Agriculture, hunting and related service activities	68	13	2.1
					Belgium	Forestry, logging and related service activities	64	8	2
					UK	Agricultural service activities, landscape gardening Change of title for SIC(2003) 	153	9	2
					Saudi Arabia	Mining and Quarrying	119	0	2
					Swaziland	Agriculture	98	7	1.9
					South Africa	Businessactivities	122	1	1.6
					Denmark	Agricultural services, landscape gardeners etc.	100	2	1.4
					Argentina	Agricultural services	82	3	1
					Luxembourg	Agriculture	30	2	0.9
					Senegal	Agriculture	74	1	0.9
					France	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	25	5	0.8
					Denmark	Fishing	49	2	0.7
					Seychelles	Agriculture	29	3	0.6
					South Africa	Agriculture	39	3	0.6
					UK	Animal husbandry service activities, except veterinary activities	45	1	0.5
					Cameroon	Agriculture	33	1	0.5
					Sweden	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	32	0	0.4
					Iraq	Mining and Quarrying	31	0	0.4
					Germany	Agriculture and hunting	21	0	0.4
					Iceland	Agriculture	14	2	0.4
					Costa Rica	Agriculture	18	0	0.3
					Germany	Forestry	24	1	0.3
					Tanzania	Agriculture	18	1	0.3
					Morocco	Agriculture	16	0	0.3
					Uganda	Agriculture	13	2	0.3
					Norway	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	20	0	0.3
					Ukraine	Forestry	19	1	0.2
					Portugal	Forestry, logging and related service activities	21	0	0.2
					Zambia	Agriculture	13	1	0.2
					Sri Lanka	Agriculture	12	0	0.2
					UK	Fishing 	14	0	0.2
					Guatemala	Agriculture	12	0	0.2
					Bulgaria	Agriculture	10	1	0.2
					Madagascar	Agriculture	12	0	0.2
					Togo	Agriculture	10	1	0.2
					Honduras	Agriculture	12	0	0.2
					Seychelles	Fishing	10	0	0.2
					Taiwan	Agricultural Services	10	0	0.1
					Denmark	Agriculture	6	0	0.1
					Ecuador	Other Business	7	0	0.1
					France	Agriculture, hunting and related service activities	6	0	0.1
					Burundi	Agriculture	6	1	0.1
					Egypt	Agriculture	5	0	0.1
					Spain	Agriculture, livestock and hunting	4	0	0.1
					Ghana	Fishing	4	1	0.1
					Algeria	Mining and Quarrying	4	0	0.1
					Iceland	Fishing	4	0	0.1
					Maldives	Agriculture	5	0	0.1
					New Zealand	Services to agriculture, hunting and trapping	3	0	0.1
					Guinea	Agriculture	4	0	0
					Belgium	Other mining and quarrying	2	1	0
					Iceland	Transport	4	0	0
					Luxembourg	Mining and Quarrying	3	0	0
					Senegal	Mining and Quarrying	3	0	0
					Cote dIvoire	Fishing	3	0	0
					Iceland	Mining and Quarrying	3	0	0
					Hungary	Agriculture, hunting and related service activities	3	0	0
