Consumption_Country	Consumption_Industry	Total_Threatened_Animalia	Total_Threatened_Plantae	Aggregated_Threats	Production_Country	Production_Industry	Threatened_Animalia	Threatened_Plantae	Aggregated_Threats_Per_Tradepath
					Poland	Land transport, transport via pipelines	68	8	6.8
					Poland	Forestry, logging and related service activities	84	10	6.7
					Poland	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	160	57	5.2
					Poland	Wholesale trade and commission trade, except of motor vehicles and motorcycles	76	8	1.6
					Poland	Air transport	23	2	1.4
					Russia	Air transport	69	2	1
					Belarus	Construction	44	13	0.9
					Poland	Electricity, gas, steam and hot water supply	15	1	0.8
					Poland	Mining of coal and lignite, extraction of peat	14	2	0.3
					Poland	Agriculture, hunting and related service activities	16	0	0.3
					Ukraine	Forestry	19	1	0.3
					Poland	Mining of metal ores	14	2	0.3
					Slovakia	Air transport	19	2	0.3
					Poland	Manufacture of other non-metallic mineral products	17	1	0.2
					Lithuania	Forestry, logging and related service activities	14	1	0.2
					Belarus	Transport	13	0	0.2
					Belarus	Agriculture	6	1	0.1
					Poland	Manufacture of rubber and plastic products	4	0	0.1
					Belarus	Mining and Quarrying	3	0	0
					Poland	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	3	0	0
					Lithuania	Air transport	3	0	0
					Chad	Agriculture	2	0	0
					Slovakia	Forestry, logging and related service activities	1	1	0
					Czech Republic	Forestry, logging and related service activities	1	1	0
					Czech Republic	Land transport, transport via pipelines	1	0	0
Montenegro	Food & Beverages	447	65	235.7	Montenegro	Agriculture	377	35	115.3
					Montenegro	Fishing	216	40	104.9
					Montenegro	Food & Beverages	282	21	11.3
					Montenegro	Transport	95	7	3.4
					Montenegro	Mining and Quarrying	26	5	0.6
					Montenegro	Electricity, Gas and Water	14	0	0.2
Seychelles	Food & Beverages	847	89	235.4	Seychelles	Fishing	653	69	112.3
					Seychelles	Agriculture	421	31	49.4
					Seychelles	Food & Beverages	668	51	36.1
					Seychelles	Transport	492	39	15
					Seychelles	Mining and Quarrying	347	5	12.9
					Seychelles	Electricity, Gas and Water	328	2	9.7
TFYR Macedonia	Construction work	398	59	234.6	TFYR Macedonia	Construction	224	37	204.1
					TFYR Macedonia	Land transport, transport via pipelines	112	5	10.7
					TFYR Macedonia	Forestry, logging and related service activities	89	7	5.2
					TFYR Macedonia	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	24	3	4.5
					TFYR Macedonia	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	166	30	3.1
					TFYR Macedonia	Air transport	83	0	2.2
					TFYR Macedonia	Other mining and quarrying	14	1	1.1
					TFYR Macedonia	Manufacture of other non-metallic mineral products	70	2	1.1
					TFYR Macedonia	Manufacture of coke, refined petroleum products and nuclear fuels	70	2	0.9
					TFYR Macedonia	Supporting and auxiliary transport activities, activities of travel agencies	43	11	0.9
					TFYR Macedonia	Electricity, gas, steam and hot water supply	12	1	0.6
					TFYR Macedonia	Agriculture, hunting and related service activities	6	0	0.1
					TFYR Macedonia	Mining of coal and lignite, extraction of peat	2	1	0
					TFYR Macedonia	Wholesale trade and commission trade, except of motor vehicles and motorcycles	2	0	0
					TFYR Macedonia	Sale, maintenance and repair of motor vehicles and motorcycles, retail sale services of automotive fuel	1	0	0
Guinea	Construction	700	80	233.5	Guinea	Construction	643	76	223
					Guinea	Agriculture	140	20	5.6
					Guinea	Transport	81	7	3.7
					Guinea	Petroleum, Chemical and Non-Metallic Mineral Products	38	7	0.6
					Guinea	Wholesale Trade	10	1	0.1
					Guinea	Electricity, Gas and Water	11	0	0.1
					Guinea	Metal Products	10	1	0.1
					Guinea	Fishing	3	1	0.1
					Guinea	Electrical and Machinery	1	0	0
					Guinea	Wood and Paper	1	0	0
					Guinea	Retail Trade	1	0	0
Bahrain	Construction	287	4	233.1	Bahrain	Construction	272	4	214.4
					Bahrain	Mining and Quarrying	119	0	4.7
					Bahrain	Transport	157	3	4
					Bahrain	Electricity, Gas and Water	109	0	3.2
					Bahrain	Agriculture	50	0	2.4
					Bahrain	Electrical and Machinery	154	0	2.3
					Bahrain	Petroleum, Chemical and Non-Metallic Mineral Products	154	0	1.8
					Bahrain	Wood and Paper	6	0	0.1
					Bahrain	Fishing	5	0	0.1
					Bahrain	Wholesale Trade	1	0	0
					Bahrain	Metal Products	1	0	0
Cameroon	Food & Beverages	836	458	231.9	Cameroon	Fishing	144	70	119
					Cameroon	Agriculture	255	106	69.3
					Cameroon	Food & Beverages	707	367	39.2
					Cameroon	Transport	73	35	4.1
					Cameroon	Electricity, Gas and Water	12	0	0.2
					Cameroon	Wholesale Trade	1	0	0
					Cameroon	Petroleum, Chemical and Non-Metallic Mineral Products	1	0	0
Qatar	Construction	299	4	231.2	Qatar	Construction	285	4	221.3
					Qatar	Agriculture	52	0	3.8
					Qatar	Transport	39	2	2.1
					Qatar	Petroleum, Chemical and Non-Metallic Mineral Products	157	0	1.8
					Qatar	Electricity, Gas and Water	108	0	1.4
					Qatar	Fishing	25	0	0.5
					Qatar	Metal Products	7	0	0.1
					Qatar	Wood and Paper	7	0	0.1
					Qatar	Wholesale Trade	7	0	0.1
					Qatar	Electrical and Machinery	1	0	0
					Qatar	Retail Trade	1	0	0
Switzerland	Construction work	373	84	231.2	Switzerland	Construc-tion	245	57	206
					Switzerland	Renting of machinery and equip-ment with-out operator and of personal and household goods, Other business activities	296	59	20.6
					Switzerland	Land transport, transport via pipelines, Water transport, Air transport	82	6	2
					Switzerland	Mining and quarrying 	25	4	1.2
					Switzerland	Agriculture, hunting, forestry, logging, fishing,fish farming and related service activities	29	0	0.4
					Austria	Forestry, logging and related service activities	22	1	0.3
					Switzerland	Electricity, gas, steam and hot water supply, Collection, purification and distribution of water	14	1	0.3
					British Virgin Islands	Construction	6	0	0.1
					British Virgin Islands	Transport	3	0	0
					Germany	Forestry	2	1	0
					Hungary	Forestry, logging and related service activities	1	1	0
					Slovakia	Forestry, logging and related service activities	1	1	0
					France	Forestry, logging and related service activities	1	1	0
					Portugal	Forestry, logging and related service activities	1	0	0
Myanmar	Public Administration	1278	182	230.8	Myanmar	Public Administration	984	120	96.3
					Myanmar	Construction	665	126	43.2
					Myanmar	Petroleum, Chemical and Non-Metallic Mineral Products	984	120	20.1
					Myanmar	Transport	559	29	18.8
					Myanmar	Electrical and Machinery	622	42	14.2
					Myanmar	Fishing	491	12	9.5
					Myanmar	Education, Health and Other Services	459	16	8
					Myanmar	Transport Equipment	622	42	7.6
					Myanmar	Agriculture	305	28	4.6
					Myanmar	Electricity, Gas and Water	333	1	4.2
					Myanmar	Wood and Paper	131	12	1.9
					Myanmar	Metal Products	131	12	1.9
					Myanmar	Post and Telecommunications	21	0	0.3
					Myanmar	Wholesale Trade	21	0	0.3
Taiwan	Coarse Grain Crops	1305	58	230.1	Taiwan	Agricultural Services	1301	54	227.1
					Taiwan	Coarse Grain Crops	31	6	3
Croatia	Food & Beverages	620	112	229	Croatia	Agriculture	303	28	123.5
					Croatia	Fishing	237	70	76.8
					Croatia	Food & Beverages	335	46	12.8
					Croatia	Transport	128	14	5.8
					Bosnia and Herzegovina	Agriculture	181	17	4.6
					Slovenia	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	174	60	3.2
					Croatia	Mining and Quarrying	27	8	0.7
					Slovenia	Agriculture, hunting and related service activities	23	0	0.5
					Croatia	Electricity, Gas and Water	15	2	0.4
					Slovenia	Forestry, logging and related service activities	20	0	0.3
					Croatia	Construction	15	2	0.2
					Bosnia and Herzegovina	Mining and Quarrying	3	0	0
					TFYR Macedonia	Agriculture, hunting and related service activities	2	0	0
					Bosnia and Herzegovina	Fishing	2	0	0
					Croatia	Wholesale Trade	1	0	0
Viet Nam	Civil construction	993	130	225.8	Viet Nam	Civil construction	715	106	210.2
					Viet Nam	Stone	417	3	6.6
					Viet Nam	Forestry	232	13	3.5
					Viet Nam	Cude oil, natural gas (except exploration)	148	1	2.4
					Viet Nam	Transportation	85	11	1.8
					Viet Nam	Air transport services	84	5	0.9
					Viet Nam	Other building materials	23	2	0.3
					Viet Nam	Electricity, gas	0	2	0.1
					Singapore	Other manufacturing	1	0	0
					Cambodia	Agriculture	1	0	0
					Viet Nam	Real estate business and consultancy services	1	0	0
Djibouti	Food & Beverages	599	10	224.6	Djibouti	Fishing	410	1	147.6
					Djibouti	Agriculture	409	1	35
					Djibouti	Food & Beverages	525	9	24.5
					Djibouti	Transport	398	1	8.5
					Djibouti	Electricity, Gas and Water	313	0	5.7
					Djibouti	Mining and Quarrying	103	0	3.3
USA	Logging 	1931	361	224.4	USA	Logging 	524	45	109.5
					USA	Support activities for agriculture and forestry	1813	344	100.7
					USA	Forest nurseries, forest products, and timber tracts	460	15	14
					Liberia	Agriculture	10	0	0.1
French Polynesia	Construction	344	9	224.2	French Polynesia	Construction	331	8	190.9
					French Polynesia	Mining and Quarrying	194	0	19.2
					French Polynesia	Transport	227	2	6.4
					French Polynesia	Electricity, Gas and Water	187	0	4.9
					French Polynesia	Petroleum, Chemical and Non-Metallic Mineral Products	207	1	2.4
					French Polynesia	Agriculture	17	1	0.5
					French Polynesia	Metal Products	2	0	0
South Africa	Transport services	1404	172	223.5	South Africa	Transportservices	950	99	158.8
					South Africa	Businessactivities	1151	117	62.5
					South Africa	Activities/services	144	2	1.5
					South Africa	Trade	33	0	0.5
					South Africa	Agriculture	7	1	0.1
					South Africa	Other mining	4	0	0
					Togo	Mining and Quarrying	2	0	0
					South Africa	Electricity	1	0	0
					South Africa	Insurance	1	0	0
Bosnia and Herzegovina	Food & Beverages	442	64	223.3	Bosnia and Herzegovina	Fishing	175	40	108.2
					Bosnia and Herzegovina	Agriculture	350	35	99.5
					Bosnia and Herzegovina	Food & Beverages	243	24	9.8
					Bosnia and Herzegovina	Transport	92	7	3.8
					Croatia	Agriculture	78	4	1.2
					Bosnia and Herzegovina	Mining and Quarrying	24	7	0.5
					Bosnia and Herzegovina	Electricity, Gas and Water	8	0	0.2
					Croatia	Fishing	8	0	0.1
					Slovenia	Agriculture, hunting and related service activities	1	0	0
Slovakia	Construction work	312	69	223.2	Slovakia	Construction	244	56	205.3
					Slovakia	Forestry, logging and related service activities	85	7	6.1
					Slovakia	Land transport, transport via pipelines	71	9	4.9
					Slovakia	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	25	5	2.4
					Slovakia	Agriculture, hunting and related service activities	82	14	1.7
					Slovakia	Electricity, gas, steam and hot water supply	14	2	0.8
					Poland	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	26	4	0.7
					Slovakia	Other mining and quarrying	2	1	0.4
					Slovakia	Manufacture of other non-metallic mineral products	19	2	0.3
					Slovakia	Wholesale trade and commission trade, except of motor vehicles and motorcycles	19	2	0.3
					Slovakia	Mining of coal and lignite, extraction of peat	2	1	0.1
					Slovakia	Other service activities	4	0	0
					Czech Republic	Construction	3	0	0
					Slovakia	Manufacture of basic metals	2	0	0
					Russia	Mining and quarrying (energy)	1	0	0
Guyana	Education, Health and Other Services	800	126	221.8	Guyana	Education, Health and Other Services	311	36	147.3
					Trinidad and Tobago	Education, Health and Other Services	157	26	8.8
					Guyana	Transport	127	10	8.1
					Trinidad and Tobago	Transport	153	12	7.8
					Guyana	Agriculture	75	19	7.3
					Guyana	Fishing	75	8	6.8
					Venezuela	Other Business Activities	265	61	5.4
					Venezuela	Agricultural activities and livestock services	195	13	4.6
					Venezuela	Agricultural improvements	195	13	4.1
					Guyana	Construction	103	34	3.8
					Togo	Agriculture	126	11	3
					Barbados	Transport	89	3	2.9
					Barbados	Education, Health and Other Services	104	6	1.7
					Belize	Transport	87	4	1.5
					Trinidad and Tobago	Petroleum, Chemical and Non-Metallic Mineral Products	96	5	1.4
					Guyana	Petroleum, Chemical and Non-Metallic Mineral Products	65	3	1.2
					Guyana	Mining and Quarrying	10	3	1.1
					Trinidad and Tobago	Construction	83	7	1
					Trinidad and Tobago	Agriculture	36	4	1
					Guyana	Electricity, Gas and Water	7	3	0.8
					UK	Hunting, trapping and game propagation, including related service activities	45	0	0.5
					Fiji	Agriculture	22	10	0.4
					Barbados	Mining and Quarrying	14	2	0.3
					Guyana	Wholesale Trade	12	1	0.2
					Guyana	Post and Telecommunications	12	1	0.2
					Belize	Agriculture	9	0	0.1
					Barbados	Agriculture	4	0	0.1
					Trinidad and Tobago	Electricity, Gas and Water	2	0	0.1
					Jamaica	Transport	3	0	0
					Suriname	Transport	3	0	0
					Venezuela	Water transport	3	0	0
					Guyana	Electrical and Machinery	2	0	0
					Guyana	Wood and Paper	2	0	0
					UK	Agricultural service activities, landscape gardening Change of title for SIC(2003) 	1	0	0
					Mexico	Services related to agriculture and forestry	1	0	0
UAE	Food & Beverages	1085	84	221.4	UAE	Fishing	219	0	87.1
					UAE	Agriculture	82	0	42.3
					Oman	Fishing	305	2	38.7
					Tanzania	Fishing	579	46	15.1
					UAE	Food & Beverages	323	5	12.9
					Oman	Agriculture	92	3	7
					Jordan	Agriculture	115	4	3.1
					Lebanon	Agriculture	122	10	2.7
					Tanzania	Agriculture	117	5	1.9
					UAE	Electricity, Gas and Water	119	0	1.8
					Germany	Fishing	92	16	1.7
					Iran	Agricultural & animal husbandry service activities	135	0	1.7
					UAE	Transport	54	2	1.6
					UAE	Construction	129	0	1.4
					UK	Fishing 	42	0	0.7
					Uganda	Agriculture	26	2	0.4
					Maldives	Fishing	24	0	0.3
					India	Animal services(agricultural)	21	1	0.3
					Qatar	Agriculture	8	0	0.1
					Cyprus	Agriculture	8	0	0.1
					Singapore	Other agriculture	9	0	0.1
					Netherlands	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	10	0	0.1
					Swaziland	Agriculture	8	0	0.1
					Lebanon	Fishing	6	0	0.1
					Kenya	Fishing	4	0	0.1
					South Africa	Agriculture	2	1	0
					Malta	Agriculture, hunting and related service activities	1	0	0
					UK	Fish farming (non-organic)	1	0	0
					Netherlands	Agriculture, hunting and related service activities	1	0	0
					Tunisia	Agriculture	1	0	0
					Greece	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	1	0	0
					UAE	Wholesale Trade	1	0	0
Iran	General-purpose machinery	701	43	221	Iran	Agricultural & animal husbandry service activities	674	42	168
					Iran	Forestry	125	5	52.4
					Iran	Extraction of crude petrolum & natural gas	36	0	0.5
					Iran	Mining of iron ores	2	1	0.1
Indonesia	Fish products	1241	116	220.5	Indonesia	Fishery	1214	114	219.1
					Indonesia	Transportation	121	4	1.4
Belize	Construction	378	50	219.8	Belize	Construction	361	50	204.8
					Belize	Transport	160	14	6.2
					Belize	Mining and Quarrying	67	1	5.4
					Belize	Electricity, Gas and Water	59	0	1.7
					Belize	Petroleum, Chemical and Non-Metallic Mineral Products	121	8	1.4
					Belize	Metal Products	14	2	0.2
					Belize	Agriculture	3	0	0
Italy	Hotel and restaurant services	2211	445	218.2	Italy	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	309	141	55.6
					Italy	Agriculture, hunting and related service activities	210	42	28.8
					Croatia	Fishing	225	70	25.8
					Italy	Hotels and restaurants	516	116	20.9
					Tunisia	Fishing	150	34	9.9
					Papua New Guinea	Fishing	709	20	8.4
					France	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	321	134	8.1
					Greece	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	253	73	6
					Denmark	Fishing	156	34	5.8
					Sweden	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	200	49	4.4
					Senegal	Fishing	119	20	3.7
					Senegal	Agriculture	149	10	3.4
					Hungary	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	147	57	3.2
					Netherlands	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	153	34	3.2
					Italy	Construction	132	49	2.9
					Italy	Forestry, logging and related service activities	105	17	2.4
					Germany	Fishing	101	16	2.4
					Italy	Land transport, transport via pipelines	79	8	2.3
					Spain	Fishing	78	36	1.6
					Italy	Water transport	58	8	1.4
					Argentina	Fishing	84	7	1.3
					Seychelles	Agriculture	59	27	1.2
					Mauritania	Agriculture	55	0	1.2
					Austria	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	38	12	1.1
					Italy	Air transport	65	9	1
					Albania	Agriculture	47	4	1
					Togo	Agriculture	67	2	0.9
					Morocco	Fishing	41	12	0.8
					Tunisia	Agriculture	39	0	0.7
					Italy	Electricity, gas, steam and hot water supply	20	2	0.7
					Albania	Fishing	45	2	0.7
					Italy	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	28	5	0.6
					Belgium	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	39	4	0.5
					Argentina	Agricultural services	32	1	0.4
					Mauritania	Fishing	29	3	0.4
					Austria	Agriculture, hunting and related service activities	27	1	0.4
